"Id","SalePrice"
1461,121447.706474042
1462,171315.174255408
1463,182173.951729965
1464,179456.856649474
1465,181258.887602682
1466,176450.595526303
1467,149197.497900547
1468,157908.790975374
1469,190760.142938221
1470,119267.090495394
1471,190137.109801464
1472,109833.081630228
1473,105388.253609419
1474,160344.559974968
1475,112102.209422693
1476,291676.534598743
1477,204803.205356079
1478,228789.98112121
1479,248104.008360667
1480,384236.748741996
1481,285961.018356861
1482,195277.133179707
1483,170536.382834462
1484,160231.519237145
1485,146088.511162635
1486,188906.749177642
1487,289768.929962907
1488,230322.747122269
1489,171601.873982954
1490,210541.445030245
1491,180348.375165286
1492,139515.667439986
1493,197015.29114662
1494,256430.385177002
1495,251187.534314297
1496,213656.610714028
1497,200581.153436634
1498,138097.476409181
1499,138097.476409181
1500,141862.729732489
1501,178711.866477025
1502,121964.878011346
1503,220329.400093329
1504,207484.134742661
1505,196703.774578242
1506,231618.447077448
1507,273184.448719238
1508,227945.909854963
1509,166373.864207088
1510,156206.620689059
1511,152624.180152709
1512,199507.423693647
1513,207831.232325128
1514,113757.77327112
1515,320412.221657791
1516,179195.13489611
1517,157583.628405929
1518,129595.484576749
1519,194834.675167972
1520,142344.133396224
1521,152156.905300141
1522,210410.503586889
1523,146721.443909796
1524,147615.098217822
1525,115709.466799876
1526,135777.468619446
1527,135310.193766878
1528,134084.045463856
1529,147328.398490277
1530,199171.090284436
1531,216378.333627998
1532,127678.037841609
1533,174118.823370813
1534,137470.832511407
1535,187657.936705963
1536,148765.414275522
1537,111479.176285936
1538,175687.094242371
1539,260724.650546957
1540,173432.478766354
1541,180049.877312061
1542,185615.042676326
1543,239960.080270872
1544,101043.371245262
1545,131394.674555711
1546,132792.888352396
1547,165147.58027442
1548,152323.351613996
1549,118702.285661421
1550,154871.178038877
1551,148238.131354579
1552,197379.95913413
1553,167384.364907228
1554,136663.223702064
1555,225207.540584859
1556,129427.765281004
1557,171917.721621816
1558,91131.7131408188
1559,191984.977628216
1560,138515.924631835
1561,165108.373371879
1562,103248.804064743
1563,116463.441379989
1564,178168.538759732
1565,134187.576377822
1566,230453.688565625
1567,99641.5466875595
1568,211084.628494152
1569,168955.686773739
1570,131596.811787171
1571,146393.848785142
1572,146861.123637709
1573,234347.645670354
1574,166486.667445544
1575,222665.774356167
1576,202110.130663364
1577,172224.90711971
1578,157966.035965622
1579,132195.028083095
1580,186921.100138252
1581,124120.414146091
1582,100756.671517717
1583,272402.300694176
1584,219586.444065802
1585,131547.178105505
1586,81573.5857216163
1587,118824.63248366
1588,150599.322458249
1589,139554.486308508
1590,135023.494039333
1591,113840.367389606
1592,183751.020149708
1593,115217.375106476
1594,165878.680887596
1595,184304.086344058
1596,232508.499470625
1597,146263.604490023
1598,182942.156990966
1599,160518.21896469
1600,167396.400309846
1601,83573.6265752424
1602,134868.89708099
1603,112594.301116093
1604,238266.419615916
1605,217717.522668843
1606,164461.809751085
1607,181176.293484195
1608,173963.065086624
1609,170978.840846197
1610,153409.837069067
1611,178766.755055655
1612,187046.760958514
1613,173651.548518246
1614,129079.862399312
1615,106462.779805462
1616,106462.779805462
1617,106462.779805462
1618,100445.154949338
1619,111634.934570125
1620,196343.160343086
1621,129489.324461773
1622,128058.911168871
1623,245144.600961072
1624,211206.746663193
1625,119267.090495394
1626,170093.924822728
1627,180847.408497689
1628,237093.617625299
1629,183604.398782792
1630,392286.545838167
1631,212099.027872136
1632,251973.148624563
1633,147283.409522051
1634,184134.114258943
1635,159047.130894084
1636,149664.772753114
1637,214995.037061742
1638,220194.576852092
1639,224584.507448103
1640,305054.024346789
1641,230191.805678913
1642,213347.272543957
1643,214450.421235124
1644,203460.787306969
1645,216796.593238644
1646,138138.659723116
1647,150132.047605682
1648,165683.059183765
1649,127858.612966631
1650,98887.5721074467
1651,98887.5721074467
1652,109833.081630228
1653,109833.081630228
1654,167357.31040446
1655,146213.27366012
1656,160344.559974968
1657,167357.31040446
1658,160344.559974968
1659,112102.209422693
1660,138761.692859873
1661,328456.289080692
1662,315504.712857967
1663,278944.148630121
1664,398385.935762377
1665,234708.795920398
1666,241873.6769931
1667,269889.623113172
1668,235799.103909723
1669,220354.216934162
1670,245923.392382018
1671,238446.994740938
1672,346231.72739984
1673,254293.978593485
1674,214460.218975807
1675,193408.033769437
1676,202884.472264143
1677,193408.033769437
1678,370037.928039949
1679,306980.639784171
1680,275336.891252937
1681,208672.345619975
1682,230970.597099858
1683,200728.673126327
1684,153846.234884613
1685,158272.162007391
1686,171913.390551332
1687,146088.511162635
1688,179208.467254221
1689,174317.519820772
1690,161288.814397233
1691,140387.89527122
1692,201261.075537016
1693,146088.511162635
1694,164568.756532795
1695,153480.609310699
1696,251127.839888878
1697,153480.609310699
1698,302783.031798974
1699,285641.754850255
1700,235850.865349808
1701,259927.136241292
1702,228478.464552832
1703,222559.649753643
1704,229413.014257967
1705,187358.277526892
1706,369726.411471571
1707,187981.310663649
1708,182685.529001217
1709,202622.58937743
1710,207426.279346461
1711,198563.76279737
1712,250284.624339315
1713,223182.6828904
1714,206205.029913781
1715,178748.642576886
1716,154026.004710411
1717,142032.616827845
1718,144680.507659061
1719,198397.418353236
1720,199818.940262025
1721,137827.143154738
1722,137827.143154738
1723,137827.143154738
1724,207737.79591484
1725,215393.616201263
1726,187876.627270004
1727,189358.318380518
1728,163962.191738861
1729,146454.136736549
1730,125924.142440035
1731,116955.53307339
1732,98887.5721074467
1733,116463.441379989
1734,123185.864440956
1735,106363.969748527
1736,106363.969748527
1737,295585.468197529
1738,197757.230324115
1739,349013.526491981
1740,250727.082351049
1741,195096.558054684
1742,178711.866477025
1743,152660.354692787
1744,245742.817256996
1745,252907.698329698
1746,284194.568417742
1747,246251.47916294
1748,270313.671883144
1749,172405.482244732
1750,153714.488142033
1751,253376.28701772
1752,116463.441379989
1753,208541.404176619
1754,221907.917978173
1755,169913.349697706
1756,121136.189905664
1757,98887.5721074467
1758,176455.197633651
1759,233462.729646885
1760,168823.041708382
1761,165552.117740409
1762,212773.466422357
1763,192211.601177589
1764,131416.236662149
1765,245275.542404428
1766,190629.201494865
1767,225961.515164972
1768,142499.891680413
1769,171315.174255408
1770,118201.599346903
1771,151533.872163384
1772,179570.363317434
1773,151222.355595006
1774,170404.15503431
1775,129727.712376901
1776,155091.495858902
1777,105404.603202559
1778,142475.07483958
1779,170355.80770944
1780,165007.408890239
1781,151222.355595006
1782,105248.844918369
1783,122732.235589456
1784,127245.072773769
1785,132219.844923928
1786,168823.041708382
1787,171080.430861222
1788,75187.4960698606
1789,113659.792264584
1790,112388.909150238
1791,174542.916499405
1792,179258.846749056
1793,126301.03012474
1794,130014.412104447
1795,136425.318597035
1796,159764.244384577
1797,121956.758166533
1798,126456.788408929
1799,95903.3478670195
1800,148574.46476379
1801,142114.780528647
1802,130039.22894528
1803,186436.49238001
1804,128456.829262555
1805,127079.821545686
1806,152493.518592384
1807,132818.08869851
1808,142353.448326807
1809,156525.00275285
1810,171677.960607605
1811,114003.289684731
1812,156640.179282888
1813,142505.384076743
1814,115996.166527422
1815,94788.2230368623
