"Id","SalePrice"
1461,99428.348864749
1462,195553.252251055
1463,203508.029834715
1464,200067.867222163
1465,185275.500604772
1466,193983.906732982
1467,158571.630485035
1468,171069.446310997
1469,182539.631769937
1470,101794.98723292
1471,222989.355449877
1472,84296.633517025
1473,101380.123639319
1474,175062.961967495
1475,92146.4856874298
1476,336895.863885332
1477,240649.509474543
1478,272951.014648576
1479,298960.01881468
1480,539100.892877617
1481,338523.59996198
1482,204153.003628557
1483,194504.502083067
1484,156959.246069093
1485,19222.9424317041
1486,210814.910630307
1487,364780.050707846
1488,251346.761188021
1489,172270.998521719
1490,224708.506921124
1491,199841.58715228
1492,54818.5478610807
1493,121826.45723596
1494,315820.640256201
1495,314406.6429899
1496,228903.507593076
1497,203305.33530441
1498,121445.370245956
1499,121445.370245956
1500,126173.36379521
1501,174654.347533951
1502,100196.210186826
1503,299071.226657848
1504,235955.583926904
1505,229742.507727466
1506,300428.269049863
1507,344845.282892089
1508,242204.851170683
1509,124325.133325265
1510,175207.498992086
1511,170383.248219341
1512,233518.008332224
1513,12081.5093368817
1514,279243.515656504
1515,92402.7573005255
1516,111282.080988344
1517,135211.305194376
1518,253234.5114904
1519,227225.507324295
1520,156539.746001898
1521,169753.998118548
1522,120925.178559149
1523,157630.728396739
1524,64210.3670828602
1525,120672.490256706
1526,124028.490794268
1527,-31528.172518095
1528,141535.411907021
1529,163251.747077022
1530,209396.754468498
1531,80001.6805373149
1532,113121.489047192
1533,199328.752855812
1534,145943.99274293
1535,211796.633517014
1536,143729.75390144
1537,32972.9583291231
1538,195390.874882424
1539,-1815.87627546617
1540,192444.151553205
1541,128677.613486273
1542,193364.471402691
1543,259658.627708717
1544,77254.233301999
1545,113142.050799646
1546,35819.8294879282
1547,137055.174691329
1548,163928.369842781
1549,88778.4752246362
1550,191294.046499142
1551,162021.048836228
1552,244105.294987246
1553,182840.344039797
1554,142592.527886057
1555,172291.469150825
1556,120762.83314925
1557,194652.466066403
1558,84540.7539309472
1559,149078.847093082
1560,180529.705225841
1561,301057.519150656
1562,93286.2098918207
1563,98019.4866281631
1564,184327.289637847
1565,162375.352775183
1566,203990.632651668
1567,39002.1023925039
1568,264558.090310453
1569,180432.742452019
1570,-13618.0107905554
1571,5550.65113856999
1572,162622.496976229
1573,233098.508265028
1574,170868.81090597
1575,217367.255745207
1576,222233.351798388
1577,173109.99865611
1578,113022.969309809
1579,83218.6550457299
1580,203655.872047111
1581,131998.992070977
1582,100536.487031335
1583,331681.024055908
1584,272684.454620259
1585,94663.4860906012
1586,-191393.724945147
1587,-106576.639810386
1588,167656.497782572
1589,107812.568465445
1590,113347.478866287
1591,118155.489853534
1592,117039.126822073
1593,96341.4863593822
1594,5901.83197250773
1595,205701.182636757
1596,407764.829012628
1597,262607.441138592
1598,24849.0186213035
1599,113979.619510903
1600,166607.747614584
1601,7332.73786308742
1602,82068.358730982
1603,42233.5458452236
1604,242346.640072645
1605,254594.011262594
1606,170414.834257146
1607,312271.91958857
1608,195331.046508973
1609,171431.998387329
1610,28416.26322192
1611,107675.55632768
1612,216738.005644414
1613,198699.502755019
1614,115009.23934957
1615,103026.878107804
1616,103026.878107804
1617,103026.878107804
1618,96329.030650898
1619,91517.235586637
1620,331552.613895988
1621,133046.028759596
1622,178789.376427916
1623,248004.109892133
1624,243137.380728408
1625,101794.98723292
1626,217577.005778805
1627,202083.120548328
1628,295673.263002294
1629,-11699.4893159324
1630,326843.214097234
1631,204078.269377652
1632,224819.058053442
1633,18170.9564017645
1634,206309.367020577
1635,171337.253057403
1636,162988.836899069
1637,311644.176792404
1638,154549.309199864
1639,174861.629698352
1640,200649.922971281
1641,60061.6419901715
1642,209807.062714505
1643,245878.846929188
1644,230861.00658515
1645,256800.262061559
1646,150876.495094763
1647,160587.721949269
1648,164300.49724501
1649,134381.423458051
1650,98019.4866281631
1651,98019.4866281631
1652,84296.633517025
1653,84296.633517025
1654,183146.351296886
1655,138839.334307956
1656,175062.961967495
1657,183146.351296886
1658,175062.961967495
1659,92146.4856874298
1660,54743.8136101754
1661,414712.521264842
1662,377120.68270394
1663,340490.525467008
1664,461000.039661588
1665,280921.515925285
1666,290570.017470775
1667,366007.66026072
1668,280874.583635172
1669,227695.276992022
1670,283144.466879293
1671,285955.516731628
1672,431102.539981179
1673,309933.379823726
1674,250623.646507002
1675,201636.003225386
1676,190729.00147831
1677,198605.638174793
1678,439492.541325083
1679,378245.531514579
1680,311964.520897732
1681,220297.528361332
1682,275887.515118942
1683,211494.254804474
1684,165104.018277132
1685,170902.432468772
1686,172690.498588915
1687,19222.9424317041
1688,198934.35022176
1689,192481.185324569
1690,166463.433809399
1691,147779.532320944
1692,245806.753616265
1693,19222.9424317041
1694,170387.386464596
1695,17566.2365077032
1696,298916.954513726
1697,17566.2365077032
1698,380480.036121556
1699,334736.747290065
1700,264170.05926296
1701,289298.149671734
1702,272531.51458138
1703,247894.005526409
1704,273790.014782966
1705,213369.549398368
1706,426951.581055516
1707,217996.505846
1708,210865.004703681
1709,237713.009004176
1710,191725.038268537
1711,220410.252031442
1712,301896.519285047
1713,261612.05712582
1714,242537.259776921
1715,197563.667517823
1716,172270.998521719
1717,156120.245934703
1718,159685.996505862
1719,209435.592187007
1720,233937.508399419
1721,150456.995027567
1722,150456.995027567
1723,150456.995027567
1724,220933.006316366
1725,267079.021636888
1726,202883.549123035
1727,196182.502351848
1728,178174.842091134
1729,147063.351372278
1730,-125600.663102565
1731,122350.490525487
1732,98019.4866281631
1733,98019.4866281631
1734,132255.674394688
1735,108087.488240849
1736,108087.488240849
1737,339232.025265422
1738,223741.600591332
1739,419353.21193388
1740,278824.015589309
1741,138195.18472145
1742,174654.347533951
1743,155068.928579642
1744,272112.014514185
1745,281760.516059675
1746,-53178.3067447541
1747,87128.705819123
1748,234771.119309305
1749,178839.31218268
1750,171851.498454524
1751,165933.710063894
1752,98019.4866281631
1753,245683.510280885
1754,278828.752855808
1755,160331.486392153
1756,104311.987636092
1757,98019.4866281631
1758,80502.8100734059
1759,21662.4863560946
1760,192197.251713493
1761,187792.501007943
1762,231859.886882513
